1.533
2.043
2.577
3.135
3.622
4.156
4.621
5.108
5.596
6.130
6.641
7.175
7.663
8.197
8.684
9.195
9.729
10.333
10.867
11.401
11.889
12.399
12.887
13.351
13.862
14.396
14.884
15.418
15.929
16.440
16.904
17.461
18.019
18.576
19.110
19.644
20.155
20.689
21.200
21.734
22.221
22.756
23.290
