14.930,0.066
14.954,0.065
14.977,0.062
15.000,0.056
15.023,0.053
15.047,0.049
15.070,0.048
15.093,0.050
15.116,0.067
15.139,0.082
15.163,0.090
15.186,0.089
15.209,0.076
15.232,0.057
15.256,0.040
15.279,0.037
15.302,0.037
15.325,0.037
15.348,0.040
15.372,0.059
15.395,0.073
15.418,0.080
15.441,0.079
15.464,0.065
15.488,0.048
15.511,0.036
15.534,0.032
15.557,0.033
15.581,0.032
15.604,0.038
15.627,0.048
15.650,0.059
15.673,0.064
15.697,0.062
15.720,0.056
15.743,0.044
15.766,0.036
15.790,0.033
15.813,0.030
15.836,0.039
15.859,0.050
15.882,0.067
15.906,0.076
15.929,0.080
15.952,0.083
15.975,0.079
15.999,0.077
16.022,0.075
16.045,0.069
16.068,0.063
16.091,0.058
16.115,0.055
16.138,0.059
16.161,0.062
16.184,0.062
16.208,0.060
16.231,0.050
16.254,0.039
16.277,0.030
16.300,0.026
16.324,0.026
16.347,0.026
16.370,0.027
16.393,0.052
16.417,0.072
16.440,0.079
16.463,0.079
16.486,0.067
16.509,0.046
16.533,0.032
16.556,0.030
16.579,0.026
16.602,0.025
16.625,0.034
16.649,0.047
16.672,0.063
16.695,0.072
16.718,0.070
16.742,0.063
16.765,0.049
16.788,0.037
16.811,0.038
16.834,0.058
16.858,0.071
16.881,0.082
16.904,0.090
16.927,0.086
16.951,0.085
16.974,0.082
16.997,0.078
17.020,0.075
17.043,0.069
17.067,0.062
17.090,0.056
17.113,0.054
17.136,0.060
17.160,0.072
17.183,0.079
17.206,0.078
17.229,0.071
17.252,0.055
17.276,0.039
17.299,0.034
17.322,0.032
17.345,0.031
17.369,0.037
17.392,0.056
17.415,0.067
17.438,0.069
17.461,0.067
17.485,0.053
17.508,0.041
17.531,0.039
17.554,0.039
17.578,0.037
17.601,0.034
17.624,0.034
17.647,0.044
17.670,0.050
17.694,0.052
17.717,0.050
17.740,0.040
17.763,0.031
17.786,0.028
17.810,0.026
17.833,0.024
17.856,0.021
17.879,0.017
17.903,0.015
17.926,0.024
17.949,0.032
17.972,0.039
17.995,0.043
18.019,0.042
18.042,0.040
18.065,0.035
18.088,0.034
18.112,0.031
18.135,0.032
18.158,0.031
18.181,0.030
18.204,0.030
18.228,0.028
18.251,0.027
18.274,0.025
18.297,0.022
18.321,0.019
18.344,0.017
18.367,0.017
18.390,0.017
18.413,0.017
18.437,0.018
18.460,0.018
18.483,0.017
18.506,0.024
18.530,0.031
18.553,0.034
18.576,0.035
18.599,0.032
18.622,0.024
18.646,0.019
18.669,0.015
18.692,0.012
18.715,0.011
18.739,0.011
18.762,0.015
18.785,0.032
18.808,0.041
18.831,0.043
18.855,0.042
18.878,0.032
18.901,0.021
18.924,0.020
18.947,0.019
18.971,0.019
18.994,0.016
19.017,0.017
19.040,0.038
19.064,0.051
19.087,0.058
19.110,0.058
19.133,0.047
19.156,0.034
19.180,0.023
19.203,0.022
19.226,0.020
19.249,0.017
19.273,0.015
19.296,0.043
19.319,0.057
19.342,0.065
19.365,0.066
19.389,0.055
19.412,0.044
19.435,0.035
19.458,0.034
19.482,0.031
19.505,0.024
19.528,0.018
19.551,0.019
19.574,0.025
19.598,0.030
19.621,0.037
19.644,0.039
19.667,0.039
19.691,0.042
19.714,0.048
19.737,0.051
19.760,0.053
19.783,0.050
19.807,0.047
19.830,0.054
19.853,0.058
19.876,0.061
19.900,0.057
19.923,0.049
19.946,0.044
19.969,0.041
19.992,0.041
20.016,0.038
20.039,0.032
20.062,0.030
20.085,0.030
20.108,0.033
20.132,0.035
20.155,0.037
20.178,0.042
20.201,0.044
20.225,0.047
20.248,0.045
20.271,0.039
20.294,0.034
20.317,0.028
20.341,0.026
20.364,0.026
20.387,0.029
20.410,0.031
20.434,0.032
20.457,0.031
20.480,0.028
20.503,0.022
20.526,0.019
20.550,0.019
20.573,0.018
20.596,0.018
20.619,0.027
20.643,0.034
20.666,0.038
20.689,0.040
20.712,0.037
20.735,0.030
20.759,0.025
20.782,0.021
20.805,0.016
20.828,0.015
20.852,0.020
20.875,0.041
20.898,0.055
20.921,0.057
20.944,0.056
20.968,0.045
20.991,0.029
21.014,0.026
21.037,0.026
21.060,0.024
21.084,0.021
21.107,0.028
21.130,0.055
21.153,0.068
21.177,0.076
21.200,0.074
21.223,0.059
21.246,0.044
21.269,0.029
21.293,0.030
21.316,0.026
21.339,0.023
21.362,0.035
21.386,0.064
21.409,0.080
21.432,0.089
21.455,0.087
21.478,0.071
21.502,0.055
21.525,0.043
21.548,0.039
21.571,0.035
21.595,0.028
21.618,0.023
21.641,0.026
21.664,0.030
21.687,0.035
21.711,0.038
21.734,0.038
21.757,0.043
21.780,0.053
21.804,0.060
21.827,0.064
21.850,0.062
21.873,0.053
21.896,0.055
21.920,0.057
21.943,0.060
21.966,0.059
21.989,0.053
22.013,0.049
22.036,0.047
22.059,0.046
22.082,0.042
22.105,0.034
22.129,0.028
22.152,0.027
22.175,0.032
22.198,0.036
22.221,0.037
22.245,0.038
22.268,0.037
22.291,0.038
22.314,0.039
22.338,0.038
22.361,0.033
22.384,0.028
22.407,0.023
22.430,0.020
22.454,0.021
22.477,0.021
22.500,0.022
22.523,0.024
22.547,0.024
22.570,0.025
22.593,0.024
22.616,0.022
22.639,0.021
22.663,0.020
22.686,0.022
22.709,0.034
22.732,0.039
22.756,0.043
22.779,0.043
22.802,0.038
22.825,0.034
22.848,0.029
22.872,0.024
22.895,0.017
22.918,0.013
22.941,0.015
22.965,0.031
22.988,0.037
23.011,0.042
23.034,0.042
23.057,0.034
23.081,0.030
23.104,0.025
23.127,0.027
23.150,0.027
23.174,0.025
23.197,0.025
23.220,0.046
23.243,0.066
23.266,0.077
23.290,0.082
23.313,0.076
23.336,0.062
23.359,0.049
23.382,0.042
23.406,0.034
23.429,0.028
23.452,0.027
23.475,0.049
23.499,0.072
23.522,0.087
23.545,0.092
23.568,0.085
23.591,0.069
23.615,0.050
23.638,0.042
23.661,0.038
23.684,0.036
23.708,0.035
23.731,0.038
23.754,0.049
23.777,0.060
23.800,0.066
23.824,0.067
23.847,0.058
23.870,0.051
23.893,0.049
23.917,0.052
23.940,0.055
23.963,0.054
23.986,0.054
24.009,0.054
24.033,0.053
24.056,0.051
24.079,0.047
24.102,0.046
24.126,0.047
24.149,0.049
24.172,0.049
24.195,0.044
24.218,0.044
24.242,0.046
24.265,0.048
24.288,0.051
24.311,0.054
24.335,0.059
24.358,0.065
24.381,0.069
24.404,0.069
24.427,0.063
24.451,0.056
24.474,0.049
24.497,0.042
24.520,0.041
24.543,0.043
24.567,0.044
24.590,0.047
24.613,0.048
24.636,0.046
24.660,0.045
24.683,0.042
24.706,0.039
24.729,0.039
24.752,0.040
24.776,0.044
24.799,0.047
24.822,0.048
24.845,0.047
24.869,0.042
24.892,0.037
24.915,0.032
24.938,0.028
24.961,0.023
24.985,0.019
25.008,0.026
25.031,0.032
25.054,0.038
25.078,0.040
25.101,0.037
25.124,0.033
25.147,0.028
25.170,0.026
25.194,0.026
25.217,0.025
25.240,0.024
25.263,0.033
25.287,0.054
25.310,0.071
25.333,0.082
25.356,0.085
25.379,0.079
25.403,0.067
25.426,0.055
25.449,0.045
25.472,0.036
25.496,0.030
25.519,0.032
25.542,0.043
25.565,0.053
25.588,0.061
25.612,0.062
25.635,0.057
25.658,0.050
25.681,0.042
25.704,0.038
25.728,0.037
25.751,0.035
25.774,0.034
25.797,0.037
25.821,0.048
25.844,0.057
25.867,0.061
25.890,0.062
25.913,0.056
25.937,0.052
25.960,0.051
25.983,0.052
26.006,0.049
26.030,0.049
26.053,0.048
26.076,0.049
26.099,0.047
26.122,0.041
26.146,0.038
26.169,0.040
26.192,0.043
26.215,0.047
26.239,0.045
26.262,0.039
26.285,0.033
26.308,0.031
26.331,0.035
26.355,0.039
26.378,0.045
26.401,0.049
26.424,0.050
26.448,0.054
26.471,0.059
26.494,0.060
26.517,0.058
26.540,0.053
26.564,0.042
26.587,0.034
26.610,0.030
26.633,0.027
26.657,0.024
26.680,0.020
26.703,0.018
26.726,0.015
26.749,0.014
26.773,0.013
26.796,0.013
26.819,0.013
26.842,0.012
26.865,0.012
26.889,0.012
26.912,0.012
26.935,0.014
26.958,0.017
26.982,0.020
27.005,0.020
27.028,0.019
27.051,0.022
27.074,0.031
27.098,0.036
27.121,0.041
27.144,0.043
27.167,0.040
27.191,0.046
27.214,0.048
27.237,0.048
27.260,0.047
27.283,0.038
27.307,0.041
27.330,0.040
27.353,0.044
27.376,0.047
27.400,0.042
27.423,0.040
27.446,0.037
27.469,0.040
27.492,0.041
27.516,0.045
27.539,0.046
27.562,0.041
27.585,0.036
27.609,0.031
27.632,0.028
27.655,0.027
27.678,0.027
27.701,0.027
27.725,0.028
27.748,0.035
27.771,0.043
27.794,0.046
27.818,0.047
27.841,0.043
27.864,0.035
27.887,0.030
27.910,0.027
27.934,0.023
27.957,0.022
27.980,0.020
28.003,0.030
28.026,0.039
28.050,0.044
28.073,0.048
28.096,0.045
28.119,0.040
28.143,0.039
28.166,0.039
28.189,0.041
28.212,0.042
28.235,0.050
28.259,0.055
28.282,0.058
28.305,0.058
28.328,0.051
28.352,0.049
28.375,0.050
28.398,0.057
28.421,0.061
28.444,0.058
28.468,0.052
28.491,0.048
28.514,0.052
28.537,0.061
28.561,0.066
28.584,0.065
28.607,0.061
28.630,0.057
28.653,0.058
28.677,0.062
28.700,0.065
28.723,0.065
28.746,0.063
28.770,0.060
28.793,0.060
28.816,0.061
28.839,0.056
28.862,0.052
28.886,0.045
28.909,0.037
28.932,0.035
28.955,0.032
28.979,0.030
29.002,0.029
29.025,0.027
29.048,0.039
29.071,0.059
29.095,0.071
29.118,0.079
29.141,0.075
29.164,0.065
29.187,0.057
29.211,0.052
29.234,0.053
29.257,0.049
29.280,0.047
29.304,0.055
29.327,0.060
29.350,0.065
29.373,0.065
29.396,0.065
29.420,0.063
29.443,0.064
29.466,0.062
29.489,0.053
29.513,0.049
29.536,0.046
29.559,0.056
29.582,0.064
29.605,0.069
29.629,0.070
29.652,0.066
29.675,0.062
29.698,0.057
29.722,0.052
29.745,0.046
29.768,0.048
29.791,0.062
29.814,0.073
29.838,0.079
29.861,0.078
29.884,0.065
29.907,0.053
29.931,0.043
29.954,0.040
29.977,0.038
30.000,0.036
30.023,0.042
30.047,0.056
30.070,0.064
30.093,0.071
30.116,0.073
30.140,0.068
30.163,0.065
30.186,0.062
30.209,0.059
30.232,0.056
30.256,0.056
30.279,0.077
30.302,0.092
30.325,0.102
30.348,0.107
30.372,0.093
30.395,0.079
30.418,0.066
30.441,0.055
30.465,0.052
30.488,0.049
30.511,0.045
30.534,0.058
30.557,0.078
30.581,0.097
30.604,0.107
30.627,0.106
30.650,0.098
30.674,0.086
30.697,0.080
30.720,0.077
30.743,0.072
30.766,0.067
30.790,0.060
30.813,0.058
30.836,0.059
30.859,0.061
30.883,0.063
30.906,0.061
30.929,0.057
30.952,0.053
30.975,0.051
30.999,0.050
31.022,0.052
31.045,0.053
31.068,0.050
31.092,0.049
31.115,0.049
31.138,0.049
31.161,0.048
31.184,0.045
31.208,0.039
31.231,0.036
31.254,0.034
31.277,0.032
31.300,0.031
31.324,0.032
31.347,0.041
31.370,0.047
31.393,0.051
31.417,0.051
31.440,0.045
31.463,0.039
31.486,0.033
31.509,0.030
31.533,0.027
31.556,0.024
31.579,0.031
31.602,0.048
31.626,0.061
31.649,0.067
31.672,0.068
31.695,0.059
31.718,0.046
31.742,0.037
31.765,0.028
31.788,0.023
31.811,0.019
31.835,0.021
31.858,0.032
31.881,0.041
31.904,0.047
31.927,0.047
31.951,0.043
31.974,0.037
31.997,0.030
32.020,0.027
32.044,0.024
32.067,0.020
32.090,0.020
32.113,0.023
32.136,0.028
32.160,0.031
32.183,0.032
32.206,0.033
32.229,0.032
32.253,0.031
32.276,0.029
32.299,0.025
32.322,0.021
32.345,0.030
32.369,0.058
32.392,0.072
32.415,0.080
32.438,0.079
32.461,0.061
32.485,0.044
32.508,0.030
32.531,0.023
32.554,0.024
32.578,0.022
32.601,0.025
32.624,0.029
32.647,0.032
32.670,0.035
32.694,0.035
32.717,0.033
32.740,0.030
32.763,0.027
32.787,0.024
32.810,0.022
32.833,0.021
32.856,0.040
32.879,0.058
32.903,0.071
32.926,0.075
32.949,0.070
32.972,0.057
32.996,0.040
33.019,0.031
33.042,0.026
33.065,0.023
33.088,0.022
33.112,0.027
33.135,0.039
33.158,0.048
33.181,0.049
33.205,0.049
33.228,0.042
33.251,0.033
33.274,0.031
33.297,0.028
33.321,0.023
33.344,0.020
33.367,0.041
33.390,0.052
33.414,0.062
33.437,0.068
33.460,0.058
33.483,0.050
33.506,0.037
33.530,0.027
33.553,0.027
33.576,0.025
33.599,0.023
33.622,0.026
33.646,0.036
33.669,0.049
33.692,0.058
33.715,0.062
33.739,0.062
33.762,0.055
33.785,0.048
33.808,0.043
33.831,0.040
33.855,0.040
33.878,0.040
33.901,0.043
33.924,0.046
33.948,0.050
33.971,0.054
33.994,0.052
34.017,0.051
34.040,0.046
34.064,0.040
34.087,0.036
34.110,0.034
34.133,0.039
34.157,0.049
34.180,0.056
34.203,0.058
34.226,0.058
34.249,0.057
34.273,0.055
34.296,0.060
34.319,0.075
34.342,0.077
34.366,0.081
34.389,0.079
34.412,0.069
34.435,0.073
34.458,0.073
34.482,0.072
34.505,0.068
34.528,0.066
34.551,0.063
34.575,0.065
34.598,0.068
34.621,0.062
34.644,0.058
34.667,0.060
34.691,0.064
34.714,0.076
34.737,0.086
34.760,0.090
34.783,0.091
34.807,0.086
34.830,0.079
34.853,0.071
34.876,0.061
34.900,0.051
34.923,0.046
34.946,0.042
34.969,0.041
34.992,0.042
35.016,0.042
35.039,0.044
35.062,0.048
35.085,0.048
35.109,0.050
35.132,0.050
35.155,0.050
35.178,0.050
35.201,0.049
35.225,0.047
35.248,0.043
35.271,0.047
35.294,0.052
35.318,0.053
35.341,0.053
35.364,0.049
35.387,0.038
35.410,0.033
35.434,0.027
35.457,0.021
35.480,0.020
35.503,0.019
35.527,0.032
35.550,0.051
35.573,0.056
35.596,0.057
35.619,0.051
35.643,0.034
35.666,0.028
35.689,0.027
35.712,0.027
35.736,0.025
35.759,0.022
35.782,0.032
35.805,0.060
35.828,0.075
35.852,0.079
35.875,0.076
35.898,0.057
35.921,0.038
35.944,0.029
35.968,0.028
35.991,0.025
36.014,0.021
36.037,0.017
36.061,0.029
36.084,0.042
36.107,0.051
36.130,0.052
36.153,0.047
36.177,0.037
36.200,0.025
36.223,0.023
36.246,0.023
36.270,0.021
36.293,0.017
36.316,0.021
36.339,0.027
36.362,0.032
36.386,0.039
36.409,0.042
36.432,0.042
36.455,0.047
36.479,0.055
36.502,0.059
36.525,0.061
36.548,0.057
36.571,0.048
36.595,0.050
36.618,0.056
36.641,0.061
36.664,0.062
36.688,0.058
36.711,0.052
36.734,0.049
36.757,0.046
36.780,0.042
36.804,0.035
36.827,0.031
36.850,0.034
36.873,0.036
36.897,0.041
36.920,0.044
36.943,0.044
36.966,0.047
36.989,0.050
37.013,0.050
37.036,0.048
37.059,0.044
37.082,0.036
37.105,0.031
37.129,0.028
37.152,0.032
37.175,0.036
37.198,0.038
37.222,0.038
37.245,0.033
37.268,0.028
37.291,0.024
37.314,0.020
37.338,0.018
37.361,0.030
37.384,0.040
37.407,0.049
37.431,0.052
37.454,0.048
37.477,0.043
37.500,0.032
37.523,0.028
37.547,0.025
37.570,0.021
37.593,0.020
37.616,0.031
37.640,0.055
37.663,0.067
37.686,0.072
37.709,0.068
37.732,0.052
37.756,0.039
37.779,0.032
37.802,0.032
37.825,0.030
37.849,0.025
37.872,0.023
37.895,0.049
37.918,0.067
37.941,0.079
37.965,0.080
37.988,0.068
38.011,0.051
38.034,0.033
38.058,0.030
38.081,0.028
38.104,0.025
38.127,0.020
38.150,0.039
38.174,0.056
38.197,0.065
38.220,0.067
38.243,0.059
38.266,0.044
38.290,0.034
38.313,0.032
38.336,0.031
38.359,0.029
38.383,0.024
38.406,0.021
38.429,0.026
38.452,0.031
38.475,0.036
38.499,0.043
38.522,0.042
38.545,0.048
38.568,0.058
38.592,0.062
38.615,0.064
38.638,0.059
38.661,0.049
38.684,0.052
38.708,0.057
38.731,0.061
38.754,0.061
38.777,0.052
38.801,0.044
38.824,0.036
38.847,0.036
38.870,0.035
38.893,0.032
38.917,0.032
38.940,0.033
38.963,0.034
38.986,0.037
39.010,0.039
39.033,0.041
39.056,0.043
39.079,0.047
39.102,0.047
39.126,0.043
39.149,0.037
39.172,0.029
39.195,0.024
39.219,0.023
39.242,0.023
39.265,0.023
39.288,0.025
39.311,0.026
39.335,0.026
39.358,0.026
39.381,0.025
39.404,0.022
39.427,0.021
39.451,0.020
39.474,0.026
39.497,0.036
39.520,0.041
39.544,0.044
39.567,0.044
39.590,0.037
39.613,0.030
39.636,0.025
39.660,0.019
39.683,0.014
39.706,0.013
39.729,0.022
39.753,0.028
39.776,0.033
39.799,0.034
39.822,0.030
39.845,0.027
39.869,0.022
39.892,0.023
39.915,0.024
39.938,0.022
39.962,0.021
39.985,0.036
40.008,0.061
40.031,0.076
40.054,0.083
40.078,0.083
40.101,0.071
40.124,0.058
40.147,0.048
40.171,0.039
40.194,0.031
40.217,0.026
40.240,0.030
40.263,0.053
40.287,0.077
40.310,0.089
40.333,0.093
40.356,0.084
40.380,0.066
40.403,0.048
40.426,0.039
40.449,0.037
40.472,0.035
40.496,0.036
40.519,0.042
40.542,0.058
40.565,0.069
40.588,0.075
