0.000 0.000
0.023 0.000
0.046 0.000
0.070 2889.507
0.093 3091.193
0.116 3096.854
0.139 3047.437
0.163 3056.010
0.186 3090.817
0.209 3169.282
0.232 3154.310
0.255 3056.457
0.279 2999.287
0.302 3092.101
0.325 3269.468
0.348 3137.597
0.372 3117.969
0.395 3150.594
0.418 3144.762
0.441 3064.268
0.464 3070.047
0.488 3101.527
0.511 3113.078
0.534 3073.250
0.557 2986.506
0.580 2995.588
0.604 3025.282
0.627 3064.240
0.650 3107.013
0.673 3123.458
0.697 3115.519
0.720 3050.702
0.743 3036.097
0.766 3026.903
0.789 2970.743
0.813 2917.097
0.836 3017.963
0.859 3045.399
0.882 3084.385
0.906 2986.836
0.929 2963.296
0.952 2937.824
0.975 3044.547
0.998 3074.377
1.022 2983.768
1.045 3019.054
1.068 3053.126
1.091 3086.593
1.115 3028.571
1.138 2963.368
1.161 2981.405
1.184 3059.047
1.207 3049.753
1.231 2897.250
1.254 2838.655
1.277 2898.714
1.300 2865.999
1.324 2675.126
1.347 2627.296
1.370 2718.373
1.393 2736.404
1.416 2771.521
1.440 2739.397
1.463 2867.574
1.486 2892.419
1.509 2877.518
1.533 2874.121
1.556 2711.951
1.579 2790.740
1.602 2950.943
1.625 2887.936
1.649 2801.008
1.672 2926.721
1.695 3019.166
1.718 2866.567
1.741 2786.026
1.765 2792.119
1.788 2577.700
1.811 2593.439
1.834 2665.968
1.858 2654.842
1.881 2607.803
1.904 2600.196
1.927 2566.175
1.950 2449.375
1.974 1810.435
1.997 977.156
2.020 875.326
2.043 923.434
2.067 992.343
2.090 1061.125
2.113 880.885
2.136 829.302
2.159 846.052
2.183 842.788
2.206 844.195
2.229 818.150
2.252 775.106
2.276 826.245
2.299 930.875
2.322 1056.697
2.345 985.451
2.368 857.354
2.392 832.066
2.415 808.439
2.438 859.798
2.461 856.882
2.485 817.509
2.508 929.619
2.531 902.077
2.554 926.877
2.577 894.407
2.601 833.783
2.624 836.811
2.647 820.914
2.670 776.378
2.694 753.253
2.717 719.499
2.740 713.080
2.763 751.407
2.786 772.625
2.810 738.258
2.833 673.449
2.856 688.488
2.879 719.011
2.902 723.471
2.926 697.305
2.949 634.492
2.972 571.642
2.995 628.818
3.019 758.717
3.042 929.291
3.065 918.365
3.088 851.088
3.111 831.753
3.135 838.848
3.158 963.457
3.181 1098.545
3.204 1066.180
3.228 972.226
3.251 932.859
3.274 964.110
3.297 1062.077
3.320 1091.471
3.344 1065.822
3.367 1144.895
3.390 1181.745
3.413 1167.730
3.437 1086.698
3.460 991.608
3.483 989.476
3.506 975.045
3.529 977.735
3.553 980.422
3.576 984.719
3.599 954.017
3.622 864.526
3.646 801.131
3.669 821.860
3.692 798.403
3.715 763.156
3.738 730.388
3.762 713.446
3.785 717.546
3.808 715.347
3.831 663.164
3.855 622.914
3.878 640.079
3.901 648.675
3.924 642.728
3.947 651.540
3.971 649.464
3.994 644.747
4.017 705.564
4.040 828.100
4.063 1022.333
4.087 1028.094
4.110 878.452
4.133 838.255
4.156 858.996
4.180 913.876
4.203 951.991
4.226 940.279
4.249 936.701
4.272 922.662
4.296 959.072
4.319 1081.719
4.342 1096.770
4.365 980.466
4.389 945.859
4.412 1020.124
4.435 1111.078
4.458 1145.093
4.481 1129.753
4.505 1106.672
4.528 1201.780
4.551 1298.977
4.574 1199.987
4.598 1101.850
4.621 1024.467
4.644 946.195
4.667 949.453
4.690 1000.092
4.714 1081.474
4.737 1047.703
4.760 969.537
4.783 972.531
4.807 1045.302
4.830 1054.501
4.853 1009.898
4.876 954.541
4.899 945.790
4.923 1137.393
4.946 1319.061
4.969 1298.201
4.992 1194.701
5.016 1123.373
5.039 1129.496
5.062 1303.836
5.085 1263.613
5.108 1153.503
5.132 1089.871
5.155 1116.667
5.178 1251.022
5.201 1272.501
5.224 1179.577
5.248 1154.536
5.271 1218.494
5.294 1335.179
5.317 1300.265
5.341 1189.464
5.364 1185.004
5.387 1308.459
5.410 1501.374
5.433 1496.498
5.457 1309.363
5.480 1258.538
5.503 1293.982
5.526 1575.225
5.550 1733.734
5.573 1543.793
5.596 1271.593
5.619 1160.730
5.642 1148.091
5.666 1107.617
5.689 1028.305
5.712 981.886
5.735 943.228
5.759 921.355
5.782 949.561
5.805 940.408
5.828 870.547
5.851 825.437
5.875 845.912
5.898 819.371
5.921 767.586
5.944 744.282
5.968 765.451
5.991 824.765
6.014 837.703
6.037 847.410
6.060 911.923
6.084 1027.411
6.107 1032.989
6.130 987.237
6.153 943.671
6.177 994.949
6.200 1015.108
6.223 952.317
6.246 871.004
6.269 865.806
6.293 973.384
6.316 1143.912
6.339 1430.380
6.362 1297.352
6.385 1101.469
6.409 1099.232
6.432 1122.339
6.455 1100.552
6.478 1055.879
6.502 1006.956
6.525 1007.290
6.548 1120.456
6.571 1215.990
6.594 1360.131
6.618 1349.112
6.641 1264.933
6.664 1217.328
6.687 1118.269
6.711 1033.727
6.734 998.007
6.757 954.870
6.780 968.752
6.803 987.019
6.827 1011.085
6.850 1040.839
6.873 1131.076
6.896 1185.101
6.920 1179.519
6.943 1054.787
6.966 974.475
6.989 944.528
7.012 967.313
7.036 916.750
7.059 881.432
7.082 922.109
7.105 1127.911
7.129 1174.220
7.152 1059.044
7.175 982.333
7.198 936.281
7.221 981.139
7.245 1008.806
7.268 942.946
7.291 899.978
7.314 972.276
7.338 1043.713
7.361 1090.550
7.384 1131.370
7.407 1087.722
7.430 1016.102
7.454 926.510
7.477 907.150
7.500 904.445
7.523 836.223
7.546 804.690
7.570 854.657
7.593 1005.958
7.616 1209.814
7.639 1345.617
7.663 1322.871
7.686 1261.980
7.709 1203.199
7.732 1083.183
7.755 1040.478
7.779 1022.704
7.802 1002.922
7.825 1011.527
7.848 1045.593
7.872 1056.187
7.895 1005.467
7.918 993.653
7.941 988.481
7.964 926.807
7.988 942.744
8.011 1007.231
8.034 942.361
8.057 882.244
8.081 904.994
8.104 1047.487
8.127 1232.681
8.150 1230.819
8.173 1065.647
8.197 964.300
8.220 972.604
8.243 1056.541
8.266 1073.788
8.290 993.203
8.313 914.374
8.336 983.635
8.359 1191.824
8.382 1408.095
