0.000 0.000
0.023 0.000
0.046 0.000
0.070 4462.808
0.093 3897.003
0.116 3571.741
0.139 2500.973
0.163 2295.429
0.186 2294.929
0.209 2688.607
0.232 2875.541
0.255 2582.464
0.279 2257.055
0.302 2243.666
0.325 2645.589
0.348 2405.248
0.372 2496.319
0.395 2849.931
0.418 2765.183
0.441 2546.195
0.464 2630.945
0.488 2734.321
0.511 2562.714
0.534 2486.403
0.557 2575.268
0.580 2472.418
0.604 2675.616
0.627 2722.775
0.650 2733.701
0.673 2807.822
0.697 2790.454
0.720 2418.305
0.743 2540.059
0.766 2697.320
0.789 2599.887
0.813 2357.791
0.836 2466.851
0.859 2336.275
0.882 2623.544
0.906 2625.094
0.929 2762.906
0.952 2624.502
0.975 2881.369
0.998 2783.489
1.022 2410.225
1.045 2464.778
1.068 2460.162
1.091 2742.669
1.115 2795.416
1.138 2534.545
1.161 2432.999
1.184 2618.004
1.207 2563.379
1.231 2175.892
1.254 2156.641
1.277 2352.340
1.300 2187.122
1.324 1703.825
1.347 1569.839
1.370 1745.020
1.393 1823.049
1.416 1910.165
1.440 1874.202
1.463 2161.333
1.486 2181.389
1.509 2099.472
1.533 2011.191
1.556 1684.860
1.579 1837.536
1.602 2180.575
1.625 2021.804
1.649 1756.027
1.672 2039.211
1.695 2335.197
1.718 1981.031
1.741 1861.944
1.765 1969.256
1.788 1576.954
1.811 1581.411
1.834 1687.164
1.858 1650.932
1.881 1496.817
1.904 1527.408
1.927 1573.932
1.950 1521.788
1.974 1163.626
1.997 863.109
2.020 823.279
2.043 801.905
2.067 853.613
2.090 910.967
2.113 799.339
2.136 759.329
2.159 785.466
2.183 805.243
2.206 792.869
2.229 768.238
2.252 717.354
2.276 757.231
2.299 835.177
2.322 916.765
2.345 869.594
2.368 800.660
2.392 808.111
2.415 793.382
2.438 809.515
2.461 762.847
2.485 712.566
2.508 868.854
2.531 851.383
2.554 826.674
2.577 801.486
2.601 779.448
2.624 795.342
2.647 804.249
2.670 765.478
2.694 759.523
2.717 741.612
2.740 741.179
2.763 763.519
2.786 755.620
2.810 680.887
2.833 634.128
2.856 635.732
2.879 639.823
2.902 628.116
2.926 599.606
2.949 575.024
2.972 554.889
2.995 546.015
3.019 571.017
3.042 635.036
3.065 686.741
3.088 752.354
3.111 738.640
3.135 751.051
3.158 820.315
3.181 971.664
3.204 995.576
3.228 950.928
3.251 956.577
3.274 952.469
3.297 983.668
3.320 960.951
3.344 893.557
3.367 932.213
3.390 942.214
3.413 1018.819
3.437 994.627
3.460 927.735
3.483 931.347
3.506 904.807
3.529 927.376
3.553 895.779
3.576 849.449
3.599 811.870
3.622 771.618
3.646 776.029
3.669 840.199
3.692 822.433
3.715 779.660
3.738 769.412
3.762 767.160
3.785 783.088
3.808 780.491
3.831 723.431
3.855 664.409
3.878 632.735
3.901 622.917
3.924 631.706
3.947 645.994
3.971 642.198
3.994 646.587
4.017 665.872
4.040 675.702
4.063 721.265
4.087 774.142
4.110 812.963
4.133 804.739
4.156 805.110
4.180 854.409
4.203 884.895
4.226 881.111
4.249 865.459
4.272 854.427
4.296 891.439
4.319 937.908
4.342 967.548
4.365 850.405
4.389 811.295
4.412 849.559
4.435 929.955
4.458 1020.483
4.481 1020.331
4.505 960.264
4.528 1019.314
4.551 1057.661
4.574 973.283
4.598 936.718
4.621 900.219
4.644 827.690
4.667 826.835
4.690 875.892
4.714 988.927
4.737 978.070
4.760 915.889
4.783 935.498
4.807 992.201
4.830 947.764
4.853 900.181
4.876 853.313
4.899 858.020
4.923 952.322
4.946 1075.812
4.969 1074.462
4.992 1046.585
5.016 1047.134
5.039 1083.555
5.062 1169.422
5.085 1100.210
5.108 1000.982
5.132 921.116
5.155 956.297
5.178 1073.732
5.201 1106.460
5.224 1047.836
5.248 1064.089
5.271 1095.281
5.294 1167.454
5.317 1112.817
5.341 1019.182
5.364 990.255
5.387 1058.386
5.410 1243.449
5.433 1261.938
5.457 1123.961
5.480 1142.646
5.503 1209.954
5.526 1381.804
5.550 1493.103
5.573 1346.203
5.596 1181.053
5.619 1110.611
5.642 1106.637
5.666 1073.141
5.689 1054.089
5.712 1014.145
5.735 984.493
5.759 965.258
5.782 995.041
5.805 970.141
5.828 856.120
5.851 802.912
5.875 818.272
5.898 791.941
5.921 757.422
5.944 723.314
5.968 721.296
5.991 741.787
6.014 755.529
6.037 744.541
6.060 745.740
6.084 828.642
6.107 833.199
6.130 776.544
6.153 784.356
6.177 849.039
6.200 883.057
6.223 824.080
6.246 791.907
6.269 804.794
6.293 865.478
6.316 927.829
6.339 1174.674
6.362 1115.599
6.385 1018.742
6.409 1061.484
6.432 1040.636
6.455 976.436
6.478 877.930
6.502 849.352
6.525 848.346
6.548 971.285
6.571 1123.241
6.594 1246.680
6.618 1199.205
6.641 1152.821
6.664 1124.100
6.687 1027.673
6.711 971.204
6.734 940.513
6.757 919.642
6.780 932.477
6.803 930.736
6.827 939.088
6.850 948.313
6.873 1018.047
6.896 1045.870
6.920 1008.715
6.943 959.851
6.966 923.237
6.989 932.510
7.012 943.936
7.036 863.590
7.059 836.382
7.082 862.081
7.105 908.045
7.129 971.598
7.152 939.514
7.175 915.453
7.198 899.577
7.221 907.959
7.245 903.161
7.268 875.319
7.291 882.783
7.314 900.921
7.338 939.437
7.361 934.835
7.384 980.862
7.407 965.413
7.430 913.803
7.454 871.802
7.477 885.124
7.500 888.177
7.523 846.336
7.546 876.950
7.570 895.806
7.593 921.733
7.616 1073.740
7.639 1209.370
7.663 1159.601
7.686 1119.770
7.709 1045.388
7.732 965.001
7.755 943.566
7.779 960.892
7.802 950.642
7.825 932.279
7.848 940.522
7.872 938.893
7.895 886.883
7.918 868.505
7.941 887.261
7.964 841.064
7.988 856.295
8.011 911.774
8.034 896.571
8.057 873.320
8.081 901.319
8.104 990.954
8.127 1040.072
8.150 1023.416
8.173 940.523
8.197 913.591
8.220 924.749
8.243 934.357
8.266 975.183
8.290 1001.684
8.313 929.627
8.336 906.234
8.359 951.547
8.382 1093.369
8.406 1210.681
8.429 1150.040
8.452 1039.846
8.475 951.899
8.499 961.175
8.522 975.880
8.545 958.671
8.568 937.782
